,Apt,Rooms,Surface,Picture_Url,Location,Date,Price
810,Bel appartement au Point E au 7ème étage,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/23eb8d689f8853518ad391346fc2aa48/-/horizon-files-prod/ed/picture/q0qmz0d/f2b6f17ca6119c2fcf1aac916b7e001569e19c2f.jpg,"['Point-e,', 'Dakar']","3. oct. '22, 13:35","['1', '100', '000 F Cfa']"
811,Trois chambres salon à louer par mois,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ed41a388cc9524be60230f96bd04ef25/-/horizon-files-prod/ed/picture/qv4m4mqp/74e390d744be8e5ecdba650ac5ce38161ed59cf7.jpg,"['Mamelles,', 'Dakar']","3. oct. '22, 13:13","['550', '000 F Cfa']"
812,Appartement à louer,3 chambre,12 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/151d40a9ba37aec949880cd8a1685522/-/horizon-files-prod/ed/picture/qendndq4/75b46188a264cf9358c10ff3f06aeaaa586df20e.jpg,"['Mamelles,', 'Dakar']","3. oct. '22, 11:59","['600', '000 F Cfa']"
813,Appartement à louer à virage Marina Bay,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/427e7c9ede3a1fd604ea37fef2670c25/-/horizon-files-prod/ed/picture/q8v00qe7/bbf77e33629eb63e03d7ef6a02de827366e6d68b.jpg,"['Virage,', 'Dakar']","8. nov. '22, 13:19","['900', '000 F Cfa']"
814,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
815,Appartement haut standing à louer aux Mamelles,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1f6b5fa789c62e3be48354ae882729b2/-/horizon-files-prod/ed/picture/qderrxv7/11eb813b6a0a9175556e284c5a8a3e1cb88ee058.jpg,"['Mamelles,', 'Dakar']","8. nov. '22, 13:19","['3', '300', '000 F Cfa']"
816,MAGNIFIQUE F4 VUE SUR MER À FANN,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2b455dabe9f473c199db1ee70bd71a10/-/horizon-files-prod/ed/picture/qzv22m5q/7c556a92a743a887841bcbf922ca08b322d752df.jpg,"['Fann,', 'Dakar']","2. oct. '22, 12:29","['2', '500', '000 F Cfa']"
817,SUPERBE F3 CORNICHE FANN,2 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1fd0f0943b1a26c06fe4b95989a239de/-/horizon-files-prod/ed/picture/qrz22904/26b74f7acfad9c56f12f07c23e29752ace3048c2.jpg,"['Fann,', 'Dakar']","samedi, 17:15","['1', '700', '000 F Cfa']"
818,VILLA À LOUER A KEUR MASSAR CITÉ LINGUERE,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/453d4e82849c18f1494269ea415d88c1/-/horizon-files-prod/ed/picture/qng556z0/dc8b01468cdecb31231ae236ceed752cdb24e236.jpg,"['Keur Massar,', 'Dakar']","2. oct. '22, 12:01","['500', '000 F Cfa']"
819,Studio à louer derklé,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/36752485282d4ac9998cbc0e2e89c5b1/-/horizon-files-prod/ed/picture/q766prd/280c15207e0ea14c74456ecc57f3c11abf9b88ff.jpg,"['Derkle,', 'Dakar']","2. oct. '22, 10:03","['180', '000 F Cfa']"
820,Appartement f3 & f4 à louer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/700cf923b05210968c80ec6712d44287/-/horizon-files-prod/ed/picture/qvv2xgk/9837da1c2a117fcbfe4fde426515488c11e4885a.jpg,"['Cité keur gorgui,', 'Dakar']","2. oct. '22, 07:05",None
821,Appartement F4 vue mer grand standing,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/54b10b1dec203239718be7a5db0ea244/-/horizon-files-prod/ed/picture/q94p927/43ede410bffa05419556f6eca2f10ba6c8ff3375.jpg,"['Mamelles,', 'Dakar']","1. oct. '22, 15:06","['2', '000', '000 F Cfa']"
822,Joli appartement F4 a Mermoz,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/80469961212259aaf5d60638e80f236a/-/horizon-files-prod/ed/picture/qx44d28/4d29d1e9ca9a96bb146837e6e46fb5a48a839e81.jpg,"['Mermoz,', 'Dakar']","1. oct. '22, 15:04","['850', '000 F Cfa']"
823,Appartements à louer - Pompier,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/29816ab97e4fae76b186c6ba18dcbc29/-/horizon-files-prod/ed/picture/qrdgwg9/18f4359b536a522e3ec8c92755608dbea7761628.jpg,"['Plateau,', 'Dakar']","17. nov. '22, 10:40","['700', '000 F Cfa']"
824,Un appartement de haut standing de 4 chambres,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/72f49bb0cfa641740d5d3deeacd4ec98/-/horizon-files-prod/ed/picture/qpdpp5mm/ae1550aa3da92695d90351743c9c42b42b696855.png,"['Almadies,', 'Dakar']","30. sept. '22, 17:55","['2', '000', '000 F Cfa']"
825,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
826,Appartement à louer Dakar Plateau,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/63d1c980b88d0cf57cf68a113f467530/-/horizon-files-prod/ed/picture/qwemmn2d/5e54e3791d5e4ab68a68e17e1c664ea6d75da2d2.jpg,"['Plateau,', 'Dakar']","29. sept. '22, 16:10","['500', '000 F Cfa']"
827,Appartement à louer Dakar Plateau,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e308b7517ddc5b7b2c0886c75d9772a8/-/horizon-files-prod/ed/picture/q8v00pqn/b6414d7e25f19067da2a83dc5d57e2bb464fa573.jpg,"['Plateau,', 'Dakar']","29. sept. '22, 15:22","['360', '000 F Cfa']"
828,Appartement à louer,1 chambre,11 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9a57afe705217d7c9e1d3a790cb4dd16/-/horizon-files-prod/ed/picture/q6x77mw6/d1b2db43988828574a2434d73db0bef2d4340561.jpg,"['Almadies,', 'Dakar']","30. sept. '22, 13:18","['600', '000 F Cfa']"
829,Appartements neufs au point e,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/66fb3899f71a0dd8c9aac227aff1da82/-/horizon-files-prod/ed/picture/qng55zvm/21b4359f2745b558c7f618cd30184495f111c791.jpg,"['Point-e,', 'Dakar']","4. oct. '22, 14:29","['1', '100', '000 F Cfa']"
830,Appartement à louer,3 chambre,280 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f28f24904d8341af1d4e5dca6043ff06/-/horizon-files-prod/ed/picture/qkrmmqvz/80a1371afb25f58cf2ebbadbd731a3f791f27142.jpg,"['Mamelles,', 'Dakar']","1. oct. '22, 10:33","['600', '000 F Cfa']"
831,Point E résidence toute neuf,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/78cf37d14828095a6daa97f932b8994c/-/horizon-files-prod/ed/picture/qderr6d2/595a5e706a3335dbf02271df537b8587c4f38621.jpg,"['Point-e,', 'Dakar']","30. sept. '22, 12:09","['1', '700', '000 F Cfa']"
832,Trois chambres salon à louer par mois,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/570e9f09255c5196774d24828f0519f5/-/horizon-files-prod/ed/picture/qderr4pg/3c6931954272ae026e7d580ca560f1eafecb185d.jpg,"['Cité keur gorgui,', 'Dakar']","30. sept. '22, 10:05","['650', '000 F Cfa']"
833,Appartement F4 à louer à Yoff à 100m de la plage,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/8a668a85a62d4db48f03065008b7c213/-/horizon-files-prod/ed/picture/qzv22jwx/f310892943a6423897ab8f54df669968a476bdad.jpg,"['Mermoz,', 'Dakar']","29. sept. '22, 23:27","['1', '000', '000 F Cfa']"
834,Urgente recherche de villa,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/75d482c950a08649939a9f1a540c42bf/-/horizon-files-prod/ed/picture/qje6kjw/ec6c9bbd00599d91715525425484af0ea615b98f.jpg,"['Ngor,', 'Dakar']","29. sept. '22, 20:38","['800', '000 F Cfa']"
835,Résidence avec sécurité totale,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/38057f7e61bb2ce1da84b24207309777/-/horizon-files-prod/ed/picture/qzv22j8r/654bc69799b257a46f2282f2beb575cffd970aba.jpg,"['Almadies,', 'Dakar']","29. sept. '22, 20:03","['1', '200', '000 F Cfa']"
836,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
837,Appartement F4 à louer sise zone B,3 chambre,154 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d3b2ee9692360afeb789039b48d4d170/-/horizon-files-prod/ed/picture/q6x77vkp/7580dab25514a42d72cc37d1b412f8dc1baec407.jpg,"['Amitié,', 'Dakar']","12. oct. '22, 18:45","['1', '100', '000 F Cfa']"
838,Appartement de 250 m² à louer à Fann Résidence,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0912b6799cb2581338051d2e8596bbd8/-/horizon-files-prod/ed/picture/q44jjrv9/ccfd17626e8374c306fc67582c787994d063f1ad.jpg,"['Fann,', 'Dakar']","29. sept. '22, 18:34","['2', '000', '000 F Cfa']"
839,Résidence immeubles très propre,4 chambre,260 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3478e19bdfefa1427dfde6de144d163c/-/horizon-files-prod/ed/picture/q0gpp8ve/bc704bc89e45ea7c2615cde14bba6c6abba83a21.jpg,"['Almadies,', 'Dakar']","29. sept. '22, 18:33","['1', '100', '000 F Cfa']"
840,Résidence très chic,3 chambre,275 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7a7bcf9936aa32c605dc37efd720821f/-/horizon-files-prod/ed/picture/q0gpp80e/afe9263e2746b22913a854b62a173ab605998ac0.jpg,"['Point-e,', 'Dakar']","29. sept. '22, 17:55","['1', '700', '000 F Cfa']"
841,STUDIO MEUBLÉ AU CENTRE VILLE,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/85c3b29826136d43af214b9383d3d3d1/-/horizon-files-prod/ed/picture/qzv22rxd/963922f7a6ed9a7e96ad26e6866a771e1555e429.jpg,"['Plateau,', 'Dakar']","29. sept. '22, 17:13","['1', '000', '000 F Cfa']"
842,Un studio de haut standing,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f13c9b1800e2f1feed97833b7d9f3ada/-/horizon-files-prod/ed/picture/q9m00r57/4f16831f0bf6d3662f2ddff686adc931c87fab23.jpg,"['Sacré-cœur,', 'Dakar']","29. sept. '22, 16:49","['350', '000 F Cfa']"
843,Un appartement de 2 chambres de haut standing,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/41963306503471c0f71725482b49eeab/-/horizon-files-prod/ed/picture/q0gpp8kj/e2513c5e1434027ac8b4b4b90dc98bf02b8638eb.jpg,"['Sacré-cœur,', 'Dakar']","29. sept. '22, 16:41","['500', '000 F Cfa']"
844,Un studio de haut standing,1 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1206713910a662c94f8651de4ae6fe16/-/horizon-files-prod/ed/picture/qxjddw82/88029b9368f92e90de9617f9e1372f4bedb3c824.jpg,"['Sacré-cœur,', 'Dakar']","29. sept. '22, 16:26","['500', '000 F Cfa']"
845,Un appartement de haut standing de 3 chambres,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2d4910fe6e64c9510d8413f01af4fbc6/-/horizon-files-prod/ed/picture/q9m00rj7/88b8ac6ec2533c62795b29eb4eb30f46d7716a8f.jpg,"['Sacré-cœur,', 'Dakar']","29. sept. '22, 16:20","['1', '000', '000 F Cfa']"
846,Studio standing a louer aux point e,1 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3043d51365c415680f12ab1a785ebad7/-/horizon-files-prod/ed/picture/qwemmg0g/7d279acc0ee9595e3ab688eccf2271ac9f5591b1.jpg,"['Point-e,', 'Dakar']","29. sept. '22, 14:19","['800', '000 F Cfa']"
847,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
848,Standing appartement à louer à ngor,3 chambre,300 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c8c4c4b33ae5adfbfab09d641be8077c/-/horizon-files-prod/ed/picture/qwqdnep/0ef1d4e60a8aba3163b00441954933a3fd91b071.jpg,"['Ngor,', 'Dakar']","29. sept. '22, 14:03","['1', '800', '000 F Cfa']"
849,Loue F1,1 chambre,40 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/22295bb28fcc684681c9bf1bf71699a5/-/horizon-files-prod/ed/picture/qwemmrjm/5d80d11c7d55d03346e7fe6572e1969a62187651.jpg,"['Sicap baobab,', 'Dakar']","14. oct. '22, 11:14","['250', '000 F Cfa']"
850,Appartement à louer à Fann résidence,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1031429f4a84929a382ced1d8956c724/-/horizon-files-prod/ed/picture/qx457q4/4276e0bc5ec839476d6d654105dc9b7ef2f5dcab.jpg,"['Fann,', 'Dakar']","29. sept. '22, 10:58","['1', '500', '000 F Cfa']"
851,Villa Charles Senghor à Saly Portudal,3 chambre,500 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/240099f0a3cd0dacc1d6be0005822b6b/-/horizon-files-prod/ed/picture/q9vwwex/114402ca378e54eac29c460942a24973afb9802b.jpg,"['Saly,', 'Thiès']","29. sept. '22, 10:16","['100', '000 F Cfa']"
852,Appartement neuf a louer a Yoff Virage,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/89d56d456cfc4d1a3cbaafbee3f86a9c/-/horizon-files-prod/ed/picture/qng55pne/663ba82d482de3c8db8634160e0d9348ae66346a.jpg,"['Virage,', 'Dakar']","29. sept. '22, 09:17","['1', '300', '000 F Cfa']"
853,Appartement avec vue sur mer à louer à Fenêtre Mermoz,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6a985c38d654fd77b927246a9ff8995c/-/horizon-files-prod/ed/picture/q56ww4we/99d02515fc267e421b0f0da0a9d1fc738531727d.jpg,"['Fenêtre mermoz,', 'Dakar']","30. sept. '22, 11:11","['2', '200', '000 F Cfa']"
854,Appartement avec vue sur mer à louer à Fenêtre Mermoz,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4d371f238ff978835ba216e22131e795/-/horizon-files-prod/ed/picture/qpdppdxm/32ac38956adb86f97302fd12c9c1ae068605acf4.jpg,"['Fenêtre mermoz,', 'Dakar']","28. sept. '22, 19:23","['1', '800', '000 F Cfa']"
855,Appartements à louer au rez de chaussée,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5b293fb4dfb8d38bba12657574b0a449/-/horizon-files-prod/ed/picture/q0mmmjw/15fdf7a198b0e47aad8f8ce27363d83b55cc21aa.jpg,"['Sacré-cœur,', 'Dakar']","28. sept. '22, 17:35","['350', '000 F Cfa']"
856,Appartement à louer à Point E,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e8ea7cfa979f8abdba30463562bd75d8/-/horizon-files-prod/ed/picture/qj4mmmg8/2738e89d74d090e9ce2a1da006bcd1c5248a634d.jpg,"['Point-e,', 'Dakar']","8. nov. '22, 12:17","['950', '000 F Cfa']"
857,Appartement Sipres 4,2 chambre,1 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5690e64390ae2b784845f7f7ea7561f0/-/horizon-files-prod/ed/picture/q6x7774d/8905122c44bb2e65954db8e6a1a618bb1b5667f7.jpg,"['Ouest foire,', 'Dakar']","28. sept. '22, 14:42","['500', '000 F Cfa']"
858,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
859,Appartement à louer à Point E,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f828079ce43a638e768a34b744efd93e/-/horizon-files-prod/ed/picture/qpdppp5x/c8dd8405f624b19546f88b45b754b5f4ff4c265b.jpg,"['Point-e,', 'Dakar']","8. nov. '22, 12:17","['1', '000', '000 F Cfa']"
860,Appartement à louer à Point E,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4a0618027e2fd8043031db88ebd67356/-/horizon-files-prod/ed/picture/q78vvv9q/f8417eeb56654249b8187b5c8524a64614e2980d.jpg,"['Point-e,', 'Dakar']","8. nov. '22, 13:18","['900', '000 F Cfa']"
861,Penthouse grand standing aux almadies,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ecbc8096437e5f8df65f2a64cbcc1f6d/-/horizon-files-prod/ed/picture/q8qqqx6/c4d4b318fd68fa8c49412d62a73c230359107225.jpg,"['Almadies,', 'Dakar']","28. sept. '22, 12:03","['1', '700', '000 F Cfa']"
862,Bel appart F3 en location sur la Corniche Ouest,2 chambre,145 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0eb4d91984892d94dd6cc1b486ef10ea/-/horizon-files-prod/ed/picture/qx444jw/2805aaaee36d2a7eeff00bae8baf7892e7cab0a7.jpg,"['Mermoz,', 'Dakar']","28. sept. '22, 10:54","['1', '700', '000 F Cfa']"
863,Bel appartement F4 neuf à louer à Mermoz,3 chambre,160 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/538562f8bc9c411e845636a533c2253a/-/horizon-files-prod/ed/picture/q600g0p/b227d34fa05de4dde29d563bdef5b6cf72bb0857.jpg,"['Mermoz,', 'Dakar']","28. sept. '22, 10:34","['850', '000 F Cfa']"
864,APPARTEMENT DE 4 CHAMBRE A LOUER A FENETRE MERMOZ,4 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f8957675f6a2cfa9667304f956fe4682/-/horizon-files-prod/ed/picture/qdxx84w/c935dfb52e42fdb15b9998ae5d06b5051b7d765a.jpg,"['Mermoz,', 'Dakar']","27. sept. '22, 20:49","['1', '800', '000 F Cfa']"
865,Studio vue sur mer Fann résidence,1 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e0151bd070e86fe02c8c0bcaf99abc8b/-/horizon-files-prod/ed/picture/qwqq7rg/63ffadecf55ef660a91e6951893f4a97303ea4a1.jpg,"['Fann,', 'Dakar']","27. sept. '22, 17:10","['890', '000 F Cfa']"
866,Appartement à louer,200 m²,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fba2044456bc7af6a5103c9d1c939eaa/-/horizon-files-prod/ed/picture/qdxxgdw/91d2d4efc50184c2f83b31e439636d85d5e0fb8a.jpg,"['Ouakam,', 'Dakar']","27. sept. '22, 12:48","['600', '000 F Cfa']"
867,Appartements de haut standing à louer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4a5367cea13339f079a1aef486dd3a9c/-/horizon-files-prod/ed/picture/q944zen/3d16a47976fcf11cc3859f8a196775d400a17607.jpg,"['Fann,', 'Dakar']","27. sept. '22, 17:02","['2', '115', '667 F Cfa']"
868,Appartements de haut standing à louer,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/980bdce935c9f0b4d08f7cc8eb6a3f73/-/horizon-files-prod/ed/picture/q2ppv5e/d17153438f45d53c4445e65535b2909311c37cbd.jpg,"['Fann,', 'Dakar']","27. sept. '22, 17:07","['1', '659', '113 F Cfa']"
869,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
870,Bel appartement F4 à louer à la Sicap Karack,3 chambre,180 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/16668ad04349f3978d857be63db54fd4/-/horizon-files-prod/ed/picture/qqppnjv/e36c5794de83a78cb78beb4c683c49200595e1d4.jpg,"['Mermoz,', 'Dakar']","27. sept. '22, 11:44","['700', '000 F Cfa']"
871,Appartement avec Piscine et vue sur Mer aux Almadies,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d80118565803b61e2d1353f99db0a94c/-/horizon-files-prod/ed/picture/qwq7p2m/aad1bfbd14f49729cabd72b2f0f6da8f6ea9f2b2.jpg,"['Almadies,', 'Dakar']","7. sept. '22, 13:03","['2', '250', '000 F Cfa']"
872,Appartement à louer sur la route des Almadies vue sur mer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1b8d53542fee75ec706a91f7a62c08ec/-/horizon-files-prod/ed/picture/qvnnv75/2047f8bf39233012769d95731c1736ba8802b79c.jpg,"['Almadies,', 'Dakar']","27. sept. '22, 09:21","['1', '500', '000 F Cfa']"
873,Bel appartement de trois chambres à Ngor Almadies,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4204daa8cc175bde38d721982774699f/-/horizon-files-prod/ed/picture/qg2jp9k/d4e63dc3f63ac428ec46a3ab236be6254c8dd1c7.jpg,"['Almadies,', 'Dakar']","22. sept. '22, 12:50","['800', '000 F Cfa']"
874,Appartements à louer à Mermoz Batrain,3 chambre,190 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ea4c02acec527408b77313a7fd7dff9b/-/horizon-files-prod/ed/picture/qeg68zk/f5716a627294c840291ef7bda76a4dcb9c40cabe.jpg,"['Mermoz,', 'Dakar']","27. sept. '22, 10:10","['500', '000 F Cfa']"
875,Appartement F4 à louer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6d69fd4067729e2471179ac9ac6a4cc8/-/horizon-files-prod/ed/picture/q7nn4rn/69b9af13397c89fb02bda29a3ea624fd274c6864.jpg,"['Mermoz,', 'Dakar']","27. sept. '22, 08:49","['1', '200', '000 F Cfa']"
876,Appartement à louer aux Mamelles,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/717df0880e31fe267908168f4cb36274/-/horizon-files-prod/ed/picture/qeggz74/7202d30494d1160c1228ad41932fa59c51ae2868.jpg,"['Mamelles,', 'Dakar']","27. sept. '22, 08:49","['325', '000 F Cfa']"
877,Appartement de grand standing à Hann Marinas,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/80e441de1ac685543ebc9b5a0107a343/-/horizon-files-prod/ed/picture/qx449k0/cd90ef791ae226db7674dc65492675b374f67d2d.jpg,"['Hann marinas,', 'Dakar']","27. sept. '22, 08:16","['800', '000 F Cfa']"
878,Plateaux de bureaux à louer,"3,000 m²",None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be00fae9f3ff6f25e00d20aff29addfc/-/horizon-files-prod/ed/picture/q570dw2/79a859e166de605d90c76ac66d595d3a17aa6015.jpg,"['Almadies,', 'Dakar']","27. sept. '22, 01:37","['8', '000 F Cfa']"
879,Appartement à louer à ngor almadies,2 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/93468d5c4ff88af96665d695be65a32f/-/horizon-files-prod/ed/picture/q8qqkep/d87fa711766cd3fe8db97fdfb3bb3a8d3f8e0594.jpg,"['Almadies,', 'Dakar']","27. sept. '22, 01:34","['350', '000 F Cfa']"
880,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
881,UN APPARTEMENT PROPRE ET ECLAIRE A LOUER AU POINT E,3 chambre,140 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/20eb0369d5130835cc4f758c843164b1/-/horizon-files-prod/ed/picture/qdxxjj0/c3c8befa54007ab4d26a8183c0a058435a270480.jpg,"['Point-e,', 'Dakar']","26. sept. '22, 20:18","['650', '000 F Cfa']"
882,Appartement à louer,3 chambre,220 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bc6167bcb2886d79b3bae52d4805254d/-/horizon-files-prod/ed/picture/qpkkq0r/6db5fdf321c2dca087b5ed1834879ee156d2b604.jpg,"['Mamelles,', 'Dakar']","26. sept. '22, 17:28","['600', '000 F Cfa']"
883,Moderne appartement de 2 chambres,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a4429de24c5e8e3970ae300ac86a8fdb/-/horizon-files-prod/ed/picture/q2ppn0q/77f93544ede4dc236f49f0eab8987cd676bfdb1f.jpg,"['Mermoz,', 'Dakar']","26. sept. '22, 17:07","['414', '600 F Cfa']"
884,Un appartement de haut standing de 3 chambres,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1eec95dceb7cbdcec58bc6581ace477d/-/horizon-files-prod/ed/picture/qwqq520/a83f04e639532ccbcbee7875d07bae2af9e3233d.jpg,"['Mermoz,', 'Dakar']","26. sept. '22, 16:49","['750', '000 F Cfa']"
885,Penthouss très résidentiel en face Dakar city sport,5 chambre,300 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/836e5e878c1731ba0831ac0e0a67065f/-/horizon-files-prod/ed/picture/qg2vz64/5adf51454b94a05327e631d6052a6e1843ace17d.jpg,"['Almadies,', 'Dakar']","22. sept. '22, 11:39","['1', '700', '000 F Cfa']"
886,Appartement vide à louer/ cité keur gorgui,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f2cfe6e1e2a53daca0d730b86220158b/-/horizon-files-prod/ed/picture/qk9d98p/a19eb1ec532808a86686db731f7b08bc51996fe6.jpg,"['Cité keur gorgui,', 'Dakar']","26. sept. '22, 12:09","['650', '000 F Cfa']"
887,APPARTEMENT DE 4 CH A LOUER AU VIRAGE,4 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cfe93322302d97b0cf3c59eabaf4d2a9/-/horizon-files-prod/ed/picture/q944jew/c88940da3b842910445e815e826932d56028853d.jpg,"['Virage,', 'Dakar']","9. oct. '22, 11:44","['550', '000 F Cfa']"
