,Apt,Rooms,Surface,Picture_Url,Location,Date,Price
1255,Bel Appartement à côté du King Fahd,5 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2da325aaaf5a19dfd5c9aa5c7bfe0b9a/-/horizon-files-prod/ed/picture/qe05k8x/be61a065f5c06b3fc7cb7f67720d932341a1e445.jpg,"['Almadies,', 'Dakar']","22. oct. '22, 16:24","['3', '000', '000 F Cfa']"
1256,Appartement grand standing à louer point e,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/476e414c3aae34f257e29c0214ac1873/-/horizon-files-prod/ed/picture/qnedpng/fe0785e926f149f8593c587014e4c2ffec19f620.jpg,"['Point-e,', 'Dakar']","28. avr. '22, 13:23","['1', '400', '000 F Cfa']"
1257,4 pièces de standing à Mermoz,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/2a301db17c7695e2d80b02027130831a/-/horizon-files-prod/ed/picture/q6ppedz/82f8dfc7aa498f856cf8689a14fd7b7afe9105d4.jpg,"['Mermoz,', 'Dakar']","27. avr. '22, 15:41","['600', '000 F Cfa']"
1258,APPARTEMENT F4 GRAND STANDING NEUF POINT E,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/8e2acdd0ee03b59bc23cf3e9507e7b72/-/horizon-files-prod/ed/picture/qqejp0z/2324b03099d1f8d3f4a402b62cad276167005154.jpg,"['Point-e,', 'Dakar']","26. avr. '22, 17:25","['1', '600', '000 F Cfa']"
1259,Joli appartement à louer aux hlm grand medine,4 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/31bf52080e3f4faa169eb4dcdeefdc15/-/horizon-files-prod/ed/picture/q2mq9jd/42530f9c036aca436067ab4f90ed4b349cabff5f.jpg,"['Nord foire,', 'Dakar']","25. avr. '22, 12:04","['300', '000 F Cfa']"
1260,Joli appartement à louer aux almadie zone calme,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/47c327241712c5f0fd191f166fd92b69/-/horizon-files-prod/ed/picture/q7zzkkd/b2d2126d3c528f085bd1fac7ec7352d3de7b0b54.jpg,"['Almadies,', 'Dakar']","25. avr. '22, 12:03","['700', '000 F Cfa']"
1261,Bel appartement de 240m2 situé aux Almadies,3 chambre,240 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/9a2991758b93eca7b07945c0a7ccb8df/-/horizon-files-prod/ed/picture/qje7g08/cbdbff65aeb1f7ef8802a77dbac398c45370b8ed.jpg,"['Almadies,', 'Dakar']","25. avr. '22, 09:25","['1', '500', '000 F Cfa']"
1262,Joli mini studio aux mamelles,1 chambre,50 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b311fe086347a976dd9dddb3fb61e0d7/-/horizon-files-prod/ed/picture/q86j42p/70da1cee0d4a3a901cee44b1b92961829ad37ddf.jpg,"['Mamelles,', 'Dakar']","31. oct. '22, 10:45","['175', '000 F Cfa']"
1263,Spacieux appartement f4 à louer à sacré coeur,3 chambre,190 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bc03f4c91a88dbc08a20a10908b179d7/-/horizon-files-prod/ed/picture/q9z5g0p/dda275434476174c180d98ff467ecf40249d2f6c.jpg,"['Sacré-cœur,', 'Dakar']","22. avr. '22, 15:57","['1', '000', '000 F Cfa']"
1264,Appartement standing à Sacré Cœur Keur Gorgui,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/920cf9dd552e5b5f95ea3020f5dad232/-/horizon-files-prod/ed/picture/q6peqmn/445c1795c89f02f59c3d9c7dae31f21896a34109.jpg,"['Sacré-cœur,', 'Dakar']","14. nov. '22, 15:48","['700', '000 F Cfa']"
1265,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1266,Appartement neuf en finition à la cité keur gorgui,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/caf6734b94550e0a48205a2e2899a43c/-/horizon-files-prod/ed/picture/qnevwxz/ad30bcc7965c1853f48c5c32aa578d8228078d1d.jpg,"['Cité keur gorgui,', 'Dakar']","20. avr. '22, 23:08","['600', '000 F Cfa']"
1267,Joli appartement à louer à la citée djilly Mbaye,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a285875481c806af8ca265c29d384f50/-/horizon-files-prod/ed/picture/q4v2g54/a2872205a53491b16ec58d5b426d8e9a77923ec7.jpg,"['Yoff,', 'Dakar']","19. avr. '22, 12:28","['365', '000 F Cfa']"
1268,Appartement F4 luxueux Point E,3 chambre,220 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ba429a3dddc9958a90e8728e0ec5075b/-/horizon-files-prod/ed/picture/q4v8j82/2c65f1b1b57cee17914c2b52a8fd60488907efde.jpg,"['Point-e,', 'Dakar']","19. avr. '22, 11:09","['1', '500', '000 F Cfa']"
1269,Corniche appartement Grand standing à louer,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ad3666865d2a48ab8cd1ac7fd449d2e6/-/horizon-files-prod/ed/picture/q6jxr58/d92fb799b9d5392ee7d0ffdc47482296aff849ac.jpg,"['Fenêtre mermoz,', 'Dakar']","18. avr. '22, 20:06","['2', '000', '000 F Cfa']"
1270,Studios neufs en finition à Liberté 6 extension,1 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0a0ff67359a3d490503b630d6782a5fe/-/horizon-files-prod/ed/picture/q50qmme/897f8c444c095eebfbce391adaa269e508801e91.jpg,"['Liberte 6,', 'Dakar']","16. avr. '22, 17:41","['175', '000 F Cfa']"
1271,Penthouse à louer aux Almadies,3 chambre,341 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c9230e68df8d0a40d7402baadf65dd7d/-/horizon-files-prod/ed/picture/q50rm2g/b26d75e25c758c5233cb0c1b9b6fd5052d1ad22a.jpg,"['Almadies,', 'Dakar']","8. nov. '22, 12:10","['4', '000', '000 F Cfa']"
1272,Appartement à louer aux Almadies,3 chambre,180 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cd9e8f6d3d2eb905d9a8f55e0f83a968/-/horizon-files-prod/ed/picture/qdgxkv4/795367855548d8262e1d8af3da8adf30db8f0be7.jpg,"['Almadies,', 'Dakar']","13. avr. '22, 18:10","['900', '000 F Cfa']"
1273,Appartement standing neuf à la sicap amitié 2,3 chambre,120 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b276b7cb7a63941f3ab9af2a80e3eb73/-/horizon-files-prod/ed/picture/q4vn0rr/13f313a5de53036a6cd17ba2ee1fbbf02b3a473a.jpg,"['Amitié,', 'Dakar']","9. déc. '22, 11:09","['500', '000 F Cfa']"
1274,Appartement neuf haut de gamme Dieupeul,2 chambre,1 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/998bc727aed015e247c8706defe9b95e/-/horizon-files-prod/ed/picture/qne2g2k/ef4ad780129b957d3b8d2c390c9423bff7192ce8.jpg,"['Dieuppeul,', 'Dakar']","13. avr. '22, 15:52","['375', '000 F Cfa']"
1275,Appartement grand standing à la cité keur Gorgui,3 chambre,130 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cbe7a93ab6c945d930c8af4b2da4d11b/-/horizon-files-prod/ed/picture/qqxgmrv/560f7c54881f54cf46c3dccad72d76c2421310af.jpg,"['Cité keur gorgui,', 'Dakar']","13. avr. '22, 15:51","['650', '000 F Cfa']"
1276,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', 'Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1277,PENTHOUSE VUE MER A LOUER Aux ALMADIES,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0e6f83ce6972ed37a1eef2a25215a9be/-/horizon-files-prod/ed/picture/qz98md9/da84bae651325799ad43603e1cb42bf908c49f72.jpg,"['Almadies,', 'Dakar']","8. avr. '22, 13:28","['3', '000', '000 F Cfa']"
1278,Appartement à louer à Ngor,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1a2ee8a5058a30791384ada2987d9d98/-/horizon-files-prod/ed/picture/qnkvwev/fdf41685364319173b49f0a1d2cdb0e7fb3cde68.jpg,"['Ngor,', 'Dakar']","8. avr. '22, 13:25","['2', '000', '000 F Cfa']"
1279,APPARTEMENT À LOUER AUX ALMADIES DERRIÈRE LA GONDOLE,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3593dadcafbef4765b918db63f03ac9f/-/horizon-files-prod/ed/picture/qqrj97e/c19ead60a2d3ed4c0590d6a288ac14f93d1ba583.jpg,"['Almadies,', 'Dakar']","8. avr. '22, 12:37","['650', '000 F Cfa']"
1280,Duplex à louer à Mermoz Batrain,4 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/34c07d352eb7df0ea32682435202e530/-/horizon-files-prod/ed/picture/qre46rn/831254072f5d299ae36b4e9b6da4249904215fd4.jpg,"['Mermoz,', 'Dakar']","6. sept. '22, 10:01","['850', '000 F Cfa']"
1281,Appartement F4 neuf à louer à ngor almadies,3 chambre,160 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cb1208246fff7f03dbba1374476d3870/-/horizon-files-prod/ed/picture/qvj2nmw/f60165a00836d91d3b19e2f4e7528923e4d45289.jpg,"['Ngor,', 'Dakar']","7. avr. '22, 09:41","['828', '000 F Cfa']"
1282,Appartement à louer à Cité Keur gorgui,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/82678dbd1c0adb24ab9b49f4a7ba5203/-/horizon-files-prod/ed/picture/migrated/qwgkqdp/841bc54438af3912faf1520fc8bf95dac90eaa24.jpg,"['Mermoz,', 'Dakar']","5. avr. '22, 11:54","['500', '000 F Cfa']"
1283,Magnifique Appartement de type F7 à louer de 450m2,5 chambre,450 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/60d30699fcc6ec78ab2f20fe77077d93/-/horizon-files-prod/ed/picture/q0jwqve/80434e18142a2b31ee5b62d582d16f9a2cbaf737.png,"['Point-e,', 'Dakar']","2. avr. '22, 18:58","['3', '000', '000 F Cfa']"
1284,Joli appartement à louer aux Almadies,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e34cdb5ef1441f13dca0b54f254fb5fa/-/horizon-files-prod/ed/picture/q5n58n2/4cfd3ba69d9372fe8f3f85d80c2fabbc57421b77.jpg,"['Ngor,', 'Dakar']","2. avr. '22, 10:48","['650', '000 F Cfa']"
1285,Joli appartement F4 a Ngor Almadies,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/a1579ea84454eb4a4386c44053769d21/-/horizon-files-prod/ed/picture/qkk48wx/22e446d5bf63e3931e8fdb63abea541dd8e1b20e.jpg,"['Ngor,', 'Dakar']","31. mars '22, 15:13","['1', '300', '000 F Cfa']"
1286,Joli appartement F4 aux Almadies,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/c449c8981b13e3ab3a35a1f04fb09d93/-/horizon-files-prod/ed/picture/qzwxw9g/7145476aba6318d219fc3f89ccb0933788696424.jpg,"['Almadies,', 'Dakar']","31. mars '22, 15:12","['650', '000 F Cfa']"
1287,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1288,Appartement neuf a Ngor Extension,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1145c93ef97a3954682d4fc02600a642/-/horizon-files-prod/ed/picture/q49vm0z/d9b9b4d5269172f39a2ae997e0841ab8f1b0978a.jpg,"['Ngor,', 'Dakar']","30. mars '22, 15:23","['500', '000 F Cfa']"
1289,Bel appartement aux almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3491c64ac4e709cf7345441b6d10aa14/-/horizon-files-prod/ed/picture/qre2mm9/1af1dcbbaf2f7943b819f3cbcfd31ec721bdcd58.jpg,"['Almadies,', 'Dakar']","30. mars '22, 15:15","['650', '000 F Cfa']"
1290,Appartement neuf à louer cité Addoha,4 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d965e495f255e60ee4cfcac7570379fe/-/horizon-files-prod/ed/picture/qeeqn82/06cd53023c5548382671f9775804fe2cbace1cc8.jpg,"['Plateau,', 'Dakar']","19. sept. '22, 12:35","['650', '000 F Cfa']"
1291,Bel appartement avec vue sur mer aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/33dc58fdc8defeb8f9e3eee89f8a85ec/-/horizon-files-prod/ed/picture/q7z50g8/198df62b11d29f2da6870ed94bdc648ae6127c8b.jpg,"['Almadies,', 'Dakar']","25. mars '22, 17:49","['900', '000 F Cfa']"
1292,Appartement à louer aux maristes,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e48211599d3e64faf263972cddc15618/-/horizon-files-prod/ed/picture/qw66gmp/98284534b66547016612ea117a68fb3fed7cc69b.jpg,"['Hann maristes,', 'Dakar']","25. mars '22, 15:58","['280', '000 F Cfa']"
1293,Appart. F5 à louer virage,4 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/f873080c45e2193faeefdc64d44f2655/-/horizon-files-prod/ed/picture/q7q22nm/72a35513d23f17d485b29a9ac8543d4dafa18be6.jpg,"['Virage,', 'Dakar']","11. nov. '22, 03:13","['650', '000 F Cfa']"
1294,Appartement F7 avec vue sur mer à louer aux Almadies,5 chambre,400 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/223e55d33daf95456f1bc7aca6b1c494/-/horizon-files-prod/ed/picture/q8rm54n/8f816be697937861afdc2337c8356747458c8595.jpg,"['Ngor,', 'Dakar']","24. mars '22, 15:11","['2', '500', '000 F Cfa']"
1295,appartement f4 à louer vide ou meublé au almadies,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/b4ab2b56ac96745c26a4c09aa94c056f/-/horizon-files-prod/ed/picture/qp4eg2j/c06ba7e277ba92575e7b8173d53b7b21fd11792f.jpg,"['Almadies,', 'Dakar']","24. mars '22, 14:28","['650', '000 F Cfa']"
1296,Joli appartement à louer à Sicap Foire,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fe29bf56bc6eb2983cd7320d69822a5c/-/horizon-files-prod/ed/picture/qrxx074/196ec50a183fde1fe5e5cbdab041fa5779975435.jpg,"['Sicap foire,', 'Dakar']","24. mars '22, 10:53","['350', '000 F Cfa']"
1297,"Chambre, toilette, cuisine à Mermoz",1 chambre,30 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7d15bd37adc0758b06f23ebc24763609/-/horizon-files-prod/ed/picture/q265mge/522c388fa57875ff4266cc5cc4b1a4f2e1132bd6.jpg,"['Mermoz,', 'Dakar']","jeudi, 12:59","['150', '000 F Cfa']"
1298,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1299,Appartement standing F5 de 250m2 Almadies,4 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/bec3ad1a1f77a990076361af18f4e770/-/horizon-files-prod/ed/picture/qxvkkwm/6b94452414dba956906541d7e1d2a6d25c00fe01.jpg,"['Almadies,', 'Dakar']","11. nov. '22, 10:56","['820', '000 F Cfa']"
1300,Apparemment neuf de 3 pièces à louer à yoff virage,2 chambre,110 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5e0b828de02ce9b9bc91cdf71528d265/-/horizon-files-prod/ed/picture/q88492p/ef57f955c9715f2b9c2a785eadd7f45256a0a91e.jpg,"['Virage,', 'Dakar']","21. mars '22, 10:12","['500', '000 F Cfa']"
1301,Joli appartement standing à louer à ngor virage,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1cacb6b369062920c7bb00816b96dd93/-/horizon-files-prod/ed/picture/q9v60x6/b713ccbae1be7aee6116af20eb57b3c1d4e850b3.jpg,"['Ngor,', 'Dakar']","21. mars '22, 10:03","['800', '000 F Cfa']"
1302,Appartement f3 à Liberte 6,2 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/5f7273c7771b8d273cd8ccf4a5119f94/-/horizon-files-prod/ed/picture/qx75478/0c560350a5b9cd593b3f3299043171b64dcfe3b5.jpg,"['Liberte 6,', 'Dakar']","14. mars '22, 10:26","['408', '000 F Cfa']"
1303,Appartement à louer aux Almadies,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e00c0a5296151b02908d7cd53587f98b/-/horizon-files-prod/ed/picture/qxmqg6n/d3b5e4f4969f4ee4bf4b21f29c859a1f6e7f7ced.jpg,"['Almadies,', 'Dakar']","11. mars '22, 16:37","['700', '000 F Cfa']"
1304,3 chambres salon neuf aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d850fcd36f0e7324f2b8b5904b9d61ba/-/horizon-files-prod/ed/picture/q87npqn/e251ae4a683109513e7a0bb072bb4ca7864dbbf7.jpg,"['Almadies,', 'Dakar']","11. mars '22, 16:36","['1', '300', '000 F Cfa']"
1305,Appartement F4 à louer à Thiès,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e8f7de3dfecdddfc018968d55f87c9fd/-/horizon-files-prod/ed/picture/q9ze2x7/8a06b5c778ccc091d0dc6b88b831d6eb04033050.jpg,"['Thiès,', 'Thiès']","11. mars '22, 15:50","['170', '000 F Cfa']"
1306,Appartement F4 à louer à Zac Mbao,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/97de2c3d8fbd1b67fb5db85f38bef1fa/-/horizon-files-prod/ed/picture/q7qe6wz/57a8df61e29b08eb58999a10e9ac5f6265892127.jpg,"['Mbao,', 'Dakar']","11. mars '22, 15:49","['220', '000 F Cfa']"
1307,Appartement neuf à louer pour bureau sur la vdn,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/8c5ef2fabd8d8cb035ac1d3d96dc00c0/-/horizon-files-prod/ed/picture/qmwp549/734e7baa7f1ca9c849db01c9d0dbd9e5b91a2d38.jpg,"['VDN,', 'Dakar']","5. mars '22, 09:17","['700', '000 F Cfa']"
1308,Studio à louer à sacré coeur 2,1 chambre,80 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6e4e384d69453cbda96631e5635ba08f/-/horizon-files-prod/ed/picture/qjerkj5/e0a0dc64391109fecff04e73a44fd2756dfd35c5.jpg,"['Sacré-cœur,', 'Dakar']","mercredi, 16:52","['200', '000 F Cfa']"
1309,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1310,Appartement à louer ngor almadies,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/211fc048c5312b3a766d608c0bc9bb4f/-/horizon-files-prod/ed/picture/qp4vpqr/531fba2fcc35270b6a9d55860f0175ebb44eeeb8.jpg,"['Almadies,', 'Dakar']","3. mars '22, 05:36","['500', '000 F Cfa']"
1311,Appartement F4 neuf vue sur mer à louer virage,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/8011fce29bf3f7fe98baf901e5ea1d42/-/horizon-files-prod/ed/picture/migrated/q59z6zp/f13808a5370282acac9e3972d71d4c6c4dea55fd.jpg,"['Yoff,', 'Dakar']","11. nov. '22, 03:14","['1', '100', '000 F Cfa']"
1312,Penthouse neuf à louer virage,5 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/e6ceb1c5b486b24792b75c3b4f15807f/-/horizon-files-prod/ed/picture/qxz9nvj/525168fc19f4a75432166ad134739d3fd84e072d.jpg,"['Virage,', 'Dakar']","11. nov. '22, 03:15","['3', '000', '000 F Cfa']"
1313,Appartement haut standing au virage,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/58106fdb50b58ef64e992dd7cdf965f0/-/horizon-files-prod/ed/picture/q6jzwzz/fc59917ac6f525b90168586e3c6bd6b0f89535a1.jpg,"['Virage,', 'Dakar']","26. févr. '22, 11:25","['1', '000', '000 F Cfa']"
1314,Appartement à louer à Ngor Almadies,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/fe88cbf3a6027ddfad8d150695855c0f/-/horizon-files-prod/ed/picture/qvjq6j2/03dcf3a5c27b45695623016639def70a76b6c6d9.jpg,"['Almadies,', 'Dakar']","22. févr. '22, 13:46","['900', '000 F Cfa']"
1315,Joli appartement à louer aux almadies zone calme,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/cd687e973a7e2ac3615d03fc7ea2bdaa/-/horizon-files-prod/ed/picture/qvj8n2w/229832e2dd63a31348c00fb9389986f94548eaa4.jpg,"['Almadies,', 'Dakar']","21. févr. '22, 10:41","['800', '000 F Cfa']"
1316,Appartement aux Almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/7a47d33f3a3eed98a0e02510327bfac9/-/horizon-files-prod/ed/picture/qnqqdqw/5198b1be17045c53711868d1290bcce9c5d0ddcc.jpg,"['Almadies,', 'Dakar']","21. févr. '22, 09:58","['1', '500', '000 F Cfa']"
1317,Appartement haut standing avec piscine,3 chambre,300 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/1b6b4047f8a6ae0d2a480da384af3c72/-/horizon-files-prod/ed/picture/qz0pjjr/96652d88d4e918cd3ac37ce1cb96370297412991.jpg,"['Almadies,', 'Dakar']","20. févr. '22, 22:57","['1', '600', '000 F Cfa']"
1318,Studios neufs à Yoff cité djily Mbaye en bordure de mer,1 chambre,100 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/66321c9d30e43079e6a468fe36ec113c/-/horizon-files-prod/ed/picture/qg6rkgm/97e819b3721fa3ac8895cce571c10c5ac9d1ee39.jpg,"['Yoff,', 'Dakar']","20. févr. '22, 12:27","['200', '000 F Cfa']"
1319,Appartement grand standing à louer almadies,3 chambre,150 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3552e71afafa94956d0c1fb063e1e5d0/-/horizon-files-prod/ed/picture/qmwd5gj/bd5a414fd2de6061b6b0cad54c59fd5468335612.jpg,"['Almadies,', 'Dakar']","19. févr. '22, 17:38","['1', '000', '000 F Cfa']"
1320,Appartement à louer Cité Imprimerie à coté HLM Rufisque,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/be6086e9d768ef2575e8b1347913ca24/-/horizon-files-prod/ed/picture/q7zdnjz/3bdb9685caa5115a9975f3177820b046d0e1941e.jpg,"['Rufisque,', ' Dakar']","7. oct. '22, 10:14","['175', '000 F Cfa']"
1321,appartement f3 à louer vide ou meublé,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/ff8707b1fafea4766271ccf6a568a9d4/-/horizon-files-prod/ed/picture/q884gkn/91f71ff9ef4143cf762a178cef78239a98d54134.jpg,"['Sacré-cœur,', 'Dakar']","18. févr. '22, 11:46","['1', '500', '000 F Cfa']"
1322,appartement f4 à louer au point e,,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/4f1ee6f03595ee90553deb6431fd9b6d/-/horizon-files-prod/ed/picture/qkdmwkw/19511452923c7d992d506b04c87559b9430d63d4.jpg,"['Fann,', 'Dakar']","17. oct. '22, 13:54","['1', '200', '000 F Cfa']"
1323,Appartement meublé aux Almadies,3 chambre,250 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/6afa4ddbced7da20f73f11b35567a965/-/horizon-files-prod/ed/picture/qn84kzv/9fa393e6cfad28b431cfbe63a219f3585e841595.jpg,"['Almadies,', 'Dakar']","27. nov. '22, 11:47","['45', '000 F Cfa']"
1324,Apartement de luxe a louer aux almadies,3 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/92f65f4ea1dc19b884f7fc9b1db4fd8d/-/horizon-files-prod/ed/picture/qg6qpz0/f1461e1550fdb49f527da02f8010db670532a02e.jpg,"['Almadies,', 'Dakar']","9. févr. '22, 13:11","['1', '500', '000 F Cfa']"
1325,appartement de chambres salon a Ngor,2 chambre,None,https://i.roamcdn.net/hz/ed/listing-thumb-112w/d8534a1b5f43ff2da7716e993935d5b2/-/horizon-files-prod/ed/picture/qp4g4zv/cf77984680ed5c070466549069d4a5d75c4bf89d.jpg,"['Ngor,', 'Dakar']","9. févr. '22, 13:10","['425', '000 F Cfa']"
1326,Appartement neuf à louer almadies,3 chambre,140 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/0b5b82a583a21b50987e054067d7ee5e/-/horizon-files-prod/ed/picture/q7dvj68/de8e68718de54bcc554348278b519137aabaa3d6.jpg,"['Ngor,', 'Dakar']","8. févr. '22, 12:16","['1', '000', '000 F Cfa']"
1327,Appartement meublé à louer à fann résidence,3 chambre,200 m²,https://i.roamcdn.net/hz/ed/listing-thumb-112w/3c46b505820f3b2165d83adae439b17b/-/horizon-files-prod/ed/picture/q5nq920/e684525ace57b510dc797d0d90952bd0db56e8e2.jpg,"['Fann,', 'Dakar']","3. févr. '22, 07:48","['3', '000', '000 F Cfa']"
1328,Immeuble R+5 à louer à Mermoz,20 chambre,"1,200 m²",https://i.roamcdn.net/hz/ed/listing-thumb-112w/f3ac313d6d07e1d36f80969bd3aa57af/-/horizon-files-prod/ed/picture/q5kv80p/924031ec7cd7955eeba3f12d0627e7b97c081540.jpg,"['Mermoz,', ' Dakar']","29. sept. '22, 23:04","['12', '000', '000 F Cfa']"
